gene,pval_hr6_vs_0,ratio_hr6_vs_0,pval_day1_vs_0,ratio_day1_vs_0,pval_day3_vs_0,ratio_day3_vs_0,pval_day7_vs_0,ratio_day7_vs_0
PTN,0.338135,0.932889,0.985502,0.999031,0.61719,0.964512,0.53852,1.04549
PTOV1,0.867742,0.983574,0.000314818,0.754152,0.664123,0.957699,0.865281,0.983267
PTP4A1,0.518116,1.10508,0.311043,1.12302,0.82662,1.03438,0.143342,1.25631
PTP4A2,0.682948,1.05493,0.0016769,0.727096,0.83361,0.972888,0.865727,0.978121
PTP4A3,0.831385,1.03972,0.00338702,0.661757,0.126927,1.32623,0.594516,0.907113
PTPDC1,0.151121,0.922715,0.948182,0.997341,0.882111,1.00826,0.457036,0.959478
PTPMT1,0.581142,0.927765,0.00420694,0.74184,0.629946,0.936643,0.929755,0.988109
PTPN1,0.964583,1.00294,0.00173128,1.17417,0.622746,1.0331,0.383702,1.05951
PTPN11,0.68296,1.03073,0.0672991,0.903293,0.865596,1.01261,0.230533,1.09352
PTPN12,0.359072,1.1242,0.00293957,1.33863,0.10944,1.22882,0.630585,1.06312
PTPN13,0.295456,1.13793,0.0373429,0.82454,0.439374,0.909132,0.765656,0.964032
PTPN14,0.085415,0.876801,0.810165,0.986719,0.733224,0.974633,0.701646,0.971529
PTPN18,0.89455,1.01921,0.341176,0.903629,0.748348,1.04714,0.473675,0.902046
PTPN2,0.994312,1.00072,0.948711,0.995197,0.984243,1.002,0.551465,1.06232
PTPN21,0.681581,1.05399,0.28234,1.10765,0.267665,1.15347,0.141456,1.20956
PTPN22,0.312542,1.2109,0.102006,0.793985,0.536894,0.889898,0.986032,1.00331
PTPN23,0.995285,1.00042,0.935917,1.00423,0.67939,1.02981,0.772504,0.979671
PTPN3,0.0109266,0.875571,0.125904,0.943812,0.277393,0.946242,0.349845,0.953621
PTPN4,0.292635,0.888225,0.62565,0.960394,0.618385,0.945659,0.653649,0.950929
PTPN5,0.0670875,0.838702,0.581823,0.962236,0.0695549,0.840058,0.83792,0.98085
PTPN6,0.490853,1.10005,0.444274,0.924743,0.489035,1.10049,0.358736,0.880511
PTPN7,0.440239,1.04184,5.80E-10,0.744351,0.516255,1.03505,0.642014,1.02495
PTPN9,0.310688,1.0912,0.120178,1.1046,0.50918,0.944907,0.382588,0.927673
PTPRA,0.616661,1.03094,0.00479384,0.876597,0.642616,0.97215,0.729197,0.979158
PTPRB,0.371436,0.956631,0.907639,0.995775,0.528489,1.0317,0.650359,1.02267
PTPRC,0.0602584,1.19976,0.864213,0.988037,0.363652,1.09079,0.724015,1.03424
PTPRCAP,0.544803,0.921136,8.47E-08,0.538153,0.88965,0.981385,0.723082,0.953122
PTPRD,0.155636,0.911967,0.350635,0.956486,0.811703,0.984802,0.358443,0.942461
PTPRE,0.163074,1.13854,2.87E-11,1.76764,0.0414713,1.21132,0.580174,1.05237
PTPRF,0.223491,0.904626,0.583833,1.03368,0.227376,0.905394,0.747139,0.973974
PTPRG,0.171952,0.924036,0.672665,0.982259,0.196638,0.928108,0.891691,0.992225
PTPRH,0.0361785,0.820716,0.754652,0.978909,0.422836,0.928465,0.717884,0.967177
PTPRK,0.0504941,1.1175,7.68E-05,0.838649,0.00818908,0.85851,0.405293,1.04765
PTPRM,0.59064,1.07608,0.919846,1.01017,0.883208,0.9802,0.360686,1.13307
PTPRN,0.0390842,0.822159,0.619102,0.966408,0.32405,0.91201,0.386609,0.922403
PTPRN2,0.212539,0.91164,0.795937,0.986027,0.204399,0.910095,0.523858,0.954051
PTPRO,0.0118978,1.26736,2.97E-14,2.00528,1.18E-08,1.84914,0.232846,1.11596
PTPRR,0.10521,0.913254,0.204124,0.949072,0.601962,0.971532,0.7937,0.985638
PTPRS,0.00285444,0.760526,0.000178877,0.770581,0.124744,0.872489,0.0146742,0.801959
PTPRT,0.0783831,0.85996,0.826679,1.01375,0.700888,0.968066,0.763785,0.974936
PTPRU,0.0732994,0.843195,0.159983,1.10322,0.323768,0.911238,0.419886,0.926942
PTPRZ1,0.110732,0.908243,0.508919,0.971283,0.673189,0.975154,0.773244,1.01733
PTRF,0.259877,0.881481,0.655688,0.963985,0.556034,0.936482,0.948229,1.00725
PTRH1,0.662775,0.942216,0.308545,0.902064,0.9563,0.992555,0.844894,0.97367
PTRH2,0.540533,1.13629,0.349447,1.1556,0.612689,1.11141,0.690797,1.0865
PTRHD1,0.577494,1.11463,0.00080795,0.601287,0.686311,0.924388,0.801493,1.05014
PTS,0.945698,0.990741,0.742483,1.03371,0.883122,1.02028,0.330925,1.1427
PTTG1,0.512888,1.08364,0.543645,0.946445,0.633904,0.943271,0.00218791,1.48141
PTTG1IP,0.169378,1.08995,7.56E-16,1.68754,0.000141254,1.28914,0.367787,1.05776
PTTG2,0.311932,0.883126,0.890673,1.01249,0.105663,0.818381,0.765357,0.96414
PTTG3P,0.0388076,1.2881,0.739177,1.02996,0.283416,1.1382,0.359019,1.11686
PTX3,0.931375,1.0155,0.000304594,1.66205,0.165411,1.28407,0.245127,1.23235
PUDP,0.500381,1.09824,0.17608,1.15014,0.268202,1.16713,0.981669,1.00319
PUF60,0.640198,1.02849,0.0704364,0.921718,0.405042,1.05144,0.221282,1.07678
PUM1,0.302333,1.08127,0.523597,0.965056,0.176739,1.10817,0.577492,1.04294
PUM2,0.306621,1.13374,0.649943,0.959843,0.809555,0.970981,0.699302,1.04835
PUM3,0.0632223,1.19646,0.675412,1.02982,0.535661,1.06069,0.262998,1.11285
PURA,0.67407,1.0516,1.35E-10,2.01654,0.0832953,1.23374,0.794749,0.969374
PURA,0.187937,1.14262,0.00477437,0.804451,0.490888,1.07179,0.507668,1.06893
PURB,0.835704,1.02172,0.0752199,1.1482,0.251305,1.12701,0.055217,1.22402
PURG,0.107399,0.861149,0.37195,0.941113,0.529012,0.943812,0.638674,0.957818
PUS1,0.00906017,0.817405,0.00101821,0.825954,0.158258,0.899018,0.142403,0.895153
PUS10,0.0563665,1.18304,0.0119471,1.18022,0.0239334,1.22182,0.382777,1.07875
PUS3,0.251374,1.15375,0.449762,1.07181,0.220006,1.16541,0.985766,1.00221
PUS7,0.42828,1.09495,0.172844,0.890501,0.00638266,0.724022,0.623829,0.945489
PUS7L,0.454671,1.114,0.296562,1.11808,0.585167,1.0819,0.439544,1.11811
PUSL1,0.0438012,0.876734,0.00663651,0.875487,0.282252,0.933162,0.0622254,0.885743
PVALB,0.886592,0.973294,0.6195,0.93269,0.413633,0.855856,0.784719,1.05323
PVR,0.109765,0.892332,0.524775,0.967432,0.29198,0.928175,0.152206,0.903268
PVRIG,0.23727,1.21964,0.691793,0.952283,0.157784,1.26872,0.0841419,1.33967
PVRL1,0.244414,0.912787,0.0709527,0.899849,0.982902,1.00167,0.34768,0.929182
PVRL2,0.327521,0.880842,1.53E-11,2.25691,0.444767,1.10389,0.503021,1.09043
PVRL3,0.847302,1.03009,0.492443,1.08134,0.850522,0.971407,0.683739,1.06476
PVRL4,0.387215,0.905845,0.07734,1.16291,0.980866,1.00274,0.60353,1.06105
PWAR6,0.488368,0.940117,0.547726,0.961226,0.850982,0.983432,0.586881,1.04957
PWP1,0.775642,1.03464,0.00198774,0.751327,0.530079,0.927611,0.370159,1.11345
PWP2,0.868266,0.989436,0.404369,0.961212,0.27636,1.07261,0.633102,1.03107
PWWP2B,0.936643,0.991835,0.437316,0.942385,0.499334,1.07233,0.857068,1.01875
PXDC1,0.833865,0.948472,0.000437848,2.00593,0.34359,0.78673,0.898138,0.968232
PXDNL,0.130261,0.892238,0.432556,0.9576,0.308333,0.926536,0.916971,0.992261
PXK,0.122479,1.19449,0.459347,0.939582,0.916767,0.988183,0.936067,1.00917
PXMP2,0.989832,1.00108,1.17E-05,0.738502,0.70101,0.967842,0.606887,1.0448
PXMP4,0.883992,0.987819,0.00635744,0.838994,0.851531,0.984401,0.859987,0.985293
PXN,0.755696,1.07754,0.00314675,0.579187,0.959133,0.987782,0.688834,0.908335
PXN,0.0324552,0.804804,0.246448,0.918008,0.153058,0.866508,0.35127,0.911245
PXT1,0.222033,0.928317,0.430695,0.965316,0.593224,0.96817,0.748957,0.980825
PXYLP1,0.957623,1.00598,0.0117615,0.806371,0.344097,0.898931,0.7489,1.03656
PYCARD,0.988644,1.00435,0.360942,0.813244,0.336916,1.34224,0.888897,0.958263
PYCR2,0.342367,1.0753,8.31E-05,0.787463,0.88807,1.01077,0.743071,0.975343
PYCRL,0.135335,0.882893,0.0693127,0.893626,0.233674,0.905802,0.225347,0.904164
PYDC1,0.0784676,0.733101,0.291263,0.872669,0.442474,0.874709,0.0460692,0.702239
PYGB,0.631263,0.960306,0.394423,0.948185,0.486163,0.942854,0.197043,0.896169
PYGL,0.583766,1.10741,0.191694,0.834612,0.946792,1.01249,0.786942,0.950967
PYGM,0.113077,0.87592,0.110755,0.9062,0.675695,0.966009,0.877383,1.01283
PYGO1,0.343088,0.891125,0.0498357,1.19563,0.990346,1.00147,0.203612,1.16779
PYGO2,0.0330344,1.1913,8.06E-06,0.746384,0.889008,0.988853,0.172308,0.895285
PYHIN1,0.51429,1.11267,0.0227279,0.754342,0.67632,0.934015,0.597771,1.09015
PYM1,0.987436,1.00135,0.791775,1.0168,0.0910922,1.15763,0.132808,1.13864
PYROXD1,0.401938,1.14945,0.277646,1.14287,0.464429,0.885619,0.895827,0.978548
PYROXD2,0.510736,0.955227,0.0290141,0.891627,0.720237,0.975401,0.257491,1.08241
PYY,0.291872,0.915249,0.900502,1.00775,0.325457,0.920756,0.00919309,0.798488
PYY2,0.0436908,0.798551,0.549107,0.952694,0.264307,0.88445,0.224917,0.874906
PZP,0.1183,0.920092,0.430929,0.969727,0.91961,1.00533,0.740505,0.982692
QARS,0.387915,1.04739,2.30E-23,0.504386,1.86E-07,0.72645,0.514728,0.965719
QDPR,0.729425,1.05916,0.56907,0.932435,0.292125,1.19233,0.64723,1.07905
QIQN5815,0.179733,0.840059,0.235334,0.892576,0.00551211,0.689915,0.443233,0.905723
QKI,0.364236,1.12549,2.07E-06,1.66428,0.433647,1.10729,0.932803,1.011
QPCT,0.386151,1.13198,0.0245037,0.784521,0.688678,0.944453,0.700665,1.05636
QPCTL,0.147138,0.897812,0.00137715,0.832848,0.0264033,0.845869,0.710836,1.02768
QRFP,0.935311,0.992559,0.432969,0.947956,0.0290657,1.22821,0.33975,0.915547
QRFPR,0.46942,0.948435,0.706176,1.02055,0.290176,0.925305,0.620556,1.03684
QRICH1,0.00405547,1.19447,0.203944,1.05776,0.0248793,1.14627,0.096732,1.10512
QRICH2,0.218704,0.908757,0.476552,0.96012,0.319499,0.925667,0.929289,0.993171
QRSL1,0.198699,1.17577,0.485467,0.937502,0.467119,1.09539,0.671994,1.05439
QSER1,0.236256,1.11895,0.00519672,1.22401,0.415456,1.08004,0.606577,1.0498
QSOX1,0.515813,0.935914,0.000239694,1.34311,0.1542,1.15762,0.730367,0.965533
QSOX2,0.149227,0.921921,3.97E-05,0.831769,0.0256197,0.880198,0.704845,0.979071
QTRT1,0.394056,0.944859,0.000106111,0.815019,0.767048,1.01985,0.309766,1.07004
QTRTD1,0.485632,1.05186,1.74E-05,1.28614,0.132748,1.11622,0.337995,1.0721
R3HCC1L,0.634692,1.05711,0.144632,1.13553,0.595666,1.06401,0.274003,1.13708
R3HDM1,0.132296,1.13876,0.0175691,0.857328,0.0573605,0.847752,0.718497,0.96967
R3HDM2,0.449289,1.09807,0.0091996,0.782543,0.4882,1.08945,0.665623,1.05479
R3HDM4,0.783927,0.97755,0.766333,0.981989,0.844699,1.01635,0.684391,0.966888
R3HDML,0.0659651,0.84877,0.308604,0.935855,0.290442,0.910976,0.234864,0.900395
RAB10,0.0340784,1.26963,1.49E-07,1.63516,0.00997732,1.34092,0.764523,1.03358
RAB11A,0.58826,1.07237,0.797859,0.975908,0.902819,0.984385,0.599129,0.934411
RAB11B,0.518033,1.06575,0.0613069,0.870914,0.411231,0.922145,0.313373,0.905193
RAB11FIP1,0.393518,1.0802,0.227888,1.08416,0.669371,1.03926,0.643619,0.959134
RAB11FIP2,0.468909,1.09406,0.254939,1.11043,0.793497,0.9681,0.91829,1.01278
RAB11FIP3,0.217617,0.907125,0.00471507,0.843378,0.0754754,0.86791,0.2117,0.90596
RAB11FIP4,0.978162,1.00195,0.00117464,1.19685,0.72966,1.02492,0.971369,1.00256
RAB11FIP5,0.187567,0.881811,0.0159088,0.840815,0.186415,0.881516,0.124534,0.863251
RAB13,0.871433,1.02102,0.0763208,0.842973,0.899803,1.01631,0.880717,1.01947
RAB14,0.273104,1.19988,0.865743,0.979569,0.185749,1.24683,0.627875,1.08352
RAB15,0.656893,0.966706,0.0164894,0.870476,0.242509,0.914299,0.538725,0.954181
RAB17,0.0603775,0.833133,0.547055,0.958323,0.645378,0.956937,0.542104,0.943313
RAB18,0.238995,1.20649,0.285485,1.13383,0.966188,0.99331,0.846018,1.03124
RAB1A,0.291212,1.20289,3.46E-05,1.7856,0.333747,1.18415,0.257483,1.21938
RAB1B,0.382544,1.07435,0.72028,1.02189,0.714058,1.03046,0.153655,0.888782
RAB20,0.0891048,0.805081,9.31E-11,2.11137,0.568018,0.930615,0.699957,0.952663
RAB21,0.449798,1.09825,0.00300565,1.32708,0.725919,1.04433,0.547363,1.07739
RAB22A,0.422215,1.09259,0.901829,1.01007,0.642679,0.950201,0.750825,1.03556
RAB23,0.90038,0.985434,0.651178,0.961581,0.331254,0.8919,0.909619,1.0134
RAB24,0.918208,0.977473,0.312921,1.18077,0.597369,1.12451,0.99904,1.00027
RAB25,0.153428,0.861609,0.00568277,0.803251,0.0232319,0.786265,0.405438,0.917372
RAB26,0.0967825,0.883463,0.239296,0.937619,0.247715,0.917916,0.232508,0.915299
RAB27A,0.33565,1.10868,0.253802,0.913497,0.585427,0.943394,0.680906,1.04488
RAB27B,0.994326,1.00191,0.0934741,0.713343,0.051927,0.587123,0.324547,0.766266
RAB28,0.44726,1.11115,0.401255,1.08983,0.915587,0.985448,0.808007,1.03418
RAB29,0.254863,1.11812,0.968102,0.997126,0.162141,1.14741,0.425707,1.08097
RAB2A,0.180405,1.13513,0.13219,1.11122,0.945613,1.00642,0.98077,1.00226
RAB2B,0.738639,1.04039,0.443512,1.06963,0.356925,0.896097,0.692933,1.04798
RAB30,0.507898,1.11228,0.0990069,0.820373,0.0769111,0.749736,0.301146,1.18138
RAB31,0.920589,0.987844,0.000100423,1.46212,0.635784,0.943496,0.411521,0.903866
RAB32,0.990494,0.996872,0.855133,0.96516,0.641913,1.13021,0.552325,0.855105
RAB33A,0.584505,0.949351,0.362224,0.937885,0.335055,0.912187,0.739665,0.968936
RAB33B,0.759704,1.02091,0.0518494,1.10397,0.634025,1.03275,0.897538,0.991329
RAB34,0.450683,0.915735,0.41001,0.931416,0.325638,1.1218,0.752662,0.963971
RAB35,0.665132,1.02952,2.13E-07,1.34281,0.451581,1.052,0.63504,0.968596
RAB36,0.173937,0.896553,0.0691732,0.897125,0.148655,0.89036,0.703451,0.970135
RAB37,0.907429,0.979201,1.60E-06,0.487238,0.384397,0.854029,0.777614,0.950216
RAB38,0.0894699,0.859115,0.377358,1.0594,0.32964,0.917272,0.598388,0.95456
RAB39A,0.621132,0.913763,6.03E-17,5.15846,0.011216,1.61116,0.635696,0.917199
RAB39B,0.917113,1.0118,0.0318642,0.832972,0.213478,0.868219,0.847526,1.02192
RAB3A,0.410071,0.929353,0.0140827,0.847425,0.789846,0.976643,0.832825,1.01889
RAB3B,0.179033,0.872827,0.617108,0.963585,0.58201,0.946189,0.76806,0.97083
RAB3C,0.903059,1.01119,0.305882,1.07191,0.251367,0.899908,0.653044,1.04197
RAB3D,0.990554,1.00258,0.0245476,0.689951,0.403267,0.832885,0.37504,0.823526
RAB3GAP2,0.112575,1.2023,0.0173382,1.23025,0.320844,1.12121,0.574216,1.06667
RAB3IL1,0.064543,0.810968,0.695783,0.968295,0.528434,0.932007,0.329028,0.896443
RAB3IP,0.17409,1.07638,0.00101851,0.871681,0.00714326,0.86107,0.870107,1.00882
RAB3IP,0.126464,0.855057,0.00362045,0.796975,0.22939,0.884597,0.316312,1.1074
RAB40A,0.281749,0.884559,0.359068,1.08012,0.531301,1.07366,0.367111,1.10806
RAB40B,0.531637,0.957902,0.000385843,0.825737,0.100191,0.891977,0.764094,0.979606
RAB40C,0.813943,0.977244,0.000945671,0.777255,0.627525,0.953611,0.289355,0.901072
RAB42,0.671856,0.890438,0.00331238,1.85787,0.812594,0.937154,0.78537,1.07741
RAB43,0.139199,1.15767,0.185408,0.907893,0.607398,0.950854,0.644115,0.955711
RAB44,0.959673,0.994367,0.917212,0.991459,0.477801,1.08275,0.784959,1.03097
RAB4A,0.973604,0.995382,0.000885669,0.695808,0.219281,0.841059,0.512219,0.91223
RAB5A,0.250493,1.11825,0.000206821,1.32778,0.58302,1.05456,0.292887,1.10759
RAB5B,0.0550629,1.17421,0.0276496,0.87202,0.236189,0.906586,0.0477453,0.847115
RAB5C,0.444253,1.05674,2.92E-06,1.31945,0.723841,0.974891,0.187174,0.908756
RAB6A,0.977409,0.9983,0.404607,0.963578,0.540892,0.963869,0.744337,1.01979
RAB6B,0.926263,0.991961,0.0474714,0.87798,0.44427,0.935284,0.360672,0.923079
RAB6C,0.850359,1.01796,0.619493,1.03525,0.519158,0.940878,0.782834,0.974322
RAB7A,0.016,1.24269,0.000341756,1.28029,0.167294,1.12998,0.706747,1.03356
RAB8A,0.384633,1.12194,0.00223766,1.36573,0.0571747,1.2908,0.945931,1.00898
RAB8B,0.155389,1.20267,0.0022007,1.35604,0.603507,1.06918,0.878297,0.980495
RAB9A,0.606995,1.0685,0.364628,1.09033,0.541579,1.08185,0.694359,1.05189
RAB9B,0.0770193,0.785654,0.627219,0.952897,0.155819,0.824829,0.0693993,0.780412
RAB9BP1,0.141336,0.909407,0.22537,0.944013,0.04197,0.875829,0.524506,0.960079
RABAC1,0.722631,0.940488,0.208265,0.850619,0.653429,0.925294,0.898557,1.02227
RABEP1,0.158411,1.13646,0.20371,1.0887,0.0893489,1.16737,0.450645,1.0703
RABEP2,0.26298,0.92018,0.0247027,0.881983,0.463123,0.947113,0.195817,0.908167
RABEPK,0.0474803,1.11911,0.146492,0.941437,0.514444,1.03706,0.196278,1.07526
RABGAP1,0.213982,1.14672,0.126312,1.13301,0.672022,1.04743,0.964474,1.00488
RABGAP1L,0.413769,1.07544,0.51702,1.04345,0.294003,1.09809,0.902629,0.989207
RABGEF1,0.0735256,1.20015,0.512419,0.952502,0.12575,0.856035,0.534782,1.06441
RABGGTA,0.972915,0.996163,0.00909791,1.25294,0.186563,1.16277,0.914727,0.98795
RABGGTB,0.581107,1.08808,0.278307,0.884251,0.522935,1.10272,0.56494,1.09205
RABIF,0.974177,0.998071,0.000571742,1.17457,0.223652,1.07585,0.310656,1.06266
RABL2B,0.365448,1.09972,0.620689,0.962443,0.651518,0.953805,0.411885,1.08994
RAC1,0.431169,1.07693,0.00227522,1.24793,0.0209083,1.24924,0.893095,1.0127
RAC2,0.807826,1.03604,0.00551395,0.733634,0.571874,1.08587,0.799727,1.03762
RAC3,0.157606,0.89323,0.0995071,0.907063,0.0218184,0.830103,0.868874,0.98702
RACGAP1,0.867631,1.01553,0.161859,1.10122,0.180292,1.13309,0.0188479,1.24988
RACGAP1P,0.750426,0.97796,0.243961,0.94114,0.898044,1.00901,0.379148,1.06377
RAD1,0.542525,1.08977,0.830506,1.02253,0.789198,1.03841,0.557331,1.08635
RAD17,0.185209,1.1577,0.447855,0.940258,0.953195,1.00645,0.375218,1.10246
RAD18,0.790163,0.976468,0.00571766,0.827321,0.236082,0.898775,0.951076,1.0055
RAD21,0.0906547,1.15846,0.151927,0.912446,0.930606,0.992562,0.3566,1.08259
RAD21L1,0.297633,0.908271,0.0470254,0.871617,0.619017,0.955284,0.970527,1.0034
RAD23A,0.887269,0.980649,0.479067,1.0749,0.302443,1.15358,0.401258,1.12309
RAD23B,0.241364,1.09629,0.009801,1.16604,0.150948,1.11971,0.346243,1.07652
RAD50,0.0893502,1.18603,0.864222,0.98757,0.215492,1.13153,0.177864,1.14409
RAD51,0.929917,0.993932,0.811805,0.987901,0.00985745,1.20264,0.000109127,1.33432
RAD51AP1,0.778106,1.06622,0.000800345,1.81365,0.103656,1.45495,0.156757,1.38439
RAD51B,0.482593,1.08285,0.00185119,1.31352,0.0329574,1.27964,0.0490288,1.25463
RAD51C,0.946747,1.00674,0.0171093,0.833414,0.440228,1.08102,0.609229,1.05286
RAD51D,0.0269333,0.884979,0.0453803,0.921948,0.502427,0.964405,0.547648,1.03301
RAD52,0.917279,1.00454,0.160206,0.955396,0.680376,0.982196,0.143981,1.06644
RAD54B,0.791605,1.01977,0.000933683,0.826065,0.536343,0.955157,0.630146,1.03635
RAD54L,0.0918848,0.863622,0.738053,0.979021,0.883745,0.987532,0.981187,0.997979
RAD54L2,0.197752,1.11033,0.83756,0.987867,0.570605,1.04685,0.533362,1.05159
RAD9A,0.0911921,0.879087,0.122925,1.09059,0.932579,1.00639,0.595236,0.960763
RADIL,0.143541,0.859309,0.959626,0.996172,0.564723,0.942547,0.454278,0.925913
RAE1,0.285052,1.09851,0.068285,0.887271,0.982739,1.00189,0.85775,1.01579
RAET1E,0.421282,0.958993,0.832825,1.00813,0.297983,1.05581,0.442204,0.960788
RAET1G,0.999869,1.00003,0.802436,0.969237,0.284687,0.833718,0.794052,1.04513
RAET1L,0.603345,1.08699,0.255015,1.14526,0.0540753,1.36954,0.0142605,1.49875
RAF1,0.0513314,1.11672,0.031941,1.09429,0.0786885,1.10436,0.143936,1.08558
RAG1,0.151782,0.91746,0.645674,0.979976,0.509495,1.04012,0.384269,0.949362
RAG2,0.248418,0.907399,0.297326,0.937326,0.936485,1.00669,0.551463,0.951321
RAI1,0.790129,0.983578,0.000582359,0.84577,0.861784,1.01089,0.925748,0.99422
RAI14,0.898257,0.986956,0.15012,1.11654,0.966702,1.0043,0.679942,0.958493
RAI2,0.182248,0.909009,0.246828,0.940784,0.0545195,0.870395,0.692346,0.972314
RALA,0.159902,1.18442,0.706163,1.03379,0.985414,1.00218,0.680028,1.05047
RALB,0.422154,1.12729,0.000110802,1.58018,0.0569666,1.33417,0.473444,1.11287
RALBP1,0.499212,1.04948,0.310626,0.947752,0.68151,1.02972,0.961901,0.9966
RALGAPA1,0.271313,1.40123,0.131009,1.41032,0.840073,1.06347,0.586113,1.18085
RALGAPA2,0.0374096,1.1946,0.0388656,0.877836,0.592676,0.956178,0.984841,1.00159
RALGAPB,0.0896891,1.20626,0.0939614,1.14641,0.612625,1.05679,0.549243,1.06755
RALGDS,0.711716,1.03343,0.00593771,0.82902,0.921912,0.991321,0.348671,0.919717
RALGPS1,0.321676,0.956128,0.67441,0.986107,0.101771,0.92803,0.148793,0.9364
RALGPS2,0.05599,1.3044,0.000667351,0.695261,0.0137845,0.707119,0.344618,1.13844
RALY,0.604158,1.04224,0.782984,1.01635,0.439138,1.06379,0.756295,1.02505
RALYL,0.491438,0.957925,0.9854,0.999158,0.940068,1.0047,0.695668,1.0247
RAMP1,0.284473,0.893079,0.33116,1.07869,0.789537,1.02845,0.54716,1.06541
RAMP2,0.303219,0.928166,0.498488,0.964554,0.116874,0.891982,0.0495187,0.865743
RAMP3,0.31788,0.900041,0.466781,1.05817,0.437816,0.921593,0.336827,0.903723
RAN,0.309359,0.936687,0.000419401,0.837474,0.320306,0.938072,0.313514,0.937217
RANBP10,0.919411,1.00734,0.700195,0.979631,0.471807,1.05355,0.826134,1.01601
RANBP17,0.132692,0.933518,0.433326,1.02661,0.673115,0.981073,0.629636,0.978389
RANBP2,0.198982,1.20034,0.532198,0.936892,0.944011,0.990144,0.695005,1.0569
RANBP3,0.133536,1.07047,0.434937,0.974369,0.665013,1.01965,0.165257,1.0649
RANBP3L,0.795542,1.02442,0.187699,1.09562,0.631362,1.04572,0.934612,0.992393
RANBP9,0.132916,1.16763,0.599199,1.04044,0.602453,0.948188,0.411151,1.08775
RANGAP1,0.611874,1.03922,2.28E-05,1.29564,0.352587,1.07324,0.766518,0.977757
RANGRF,0.677016,0.955664,0.0106227,0.809029,0.61053,0.946038,0.733527,1.03775
RAP1A,0.370237,1.111,0.654173,1.03951,0.380651,1.10846,0.329652,1.12142
RAP1B,0.797749,1.17429,0.514691,0.739174,0.687351,1.28716,0.62507,1.35885
RAP1GAP,0.193354,0.90458,0.879013,0.991439,0.730096,0.973949,0.585583,0.959106
RAP1GAP2,0.707487,1.05405,0.240546,0.884855,0.407681,1.12352,0.636596,0.935843
RAP1GDS1,0.163634,1.15366,0.44713,0.944372,0.434029,0.923335,0.421244,1.08547
RAP2A,0.556149,1.08361,0.771272,1.02969,0.609384,1.07216,0.957552,1.00728
RAP2B,0.558081,1.05082,0.292738,1.06824,0.974402,1.00271,0.924312,1.00806
RAP2C,0.281869,0.949354,1.15E-06,1.21448,0.411347,1.04038,0.919914,0.995183
RAPGEF1,0.493753,0.933999,0.052472,1.15629,0.112343,0.852138,0.93311,1.00839
RAPGEF1,0.953125,0.993615,0.0287521,1.19739,0.954999,1.00617,0.402535,0.912539
RAPGEF2,0.443414,1.12937,6.28E-07,1.9348,0.891944,1.02174,0.934436,0.987063
RAPGEF3,0.140192,0.877983,0.809853,1.01564,0.445837,0.935443,0.713976,0.968493
RAPGEF4,0.310531,0.947731,0.848846,1.00744,0.737648,0.982501,0.765307,1.01586
RAPGEF5,0.746592,1.02899,0.0244679,1.16249,0.657893,1.03996,0.132364,1.14397
RAPGEFL1,0.353342,0.92012,0.723416,1.02364,0.91829,0.990878,0.832305,1.0191
RAPH1,0.539147,1.07131,0.035271,1.19469,0.47013,1.08445,0.612163,1.05848
RAPSN,0.07261,0.838491,0.860192,0.987512,0.327456,0.909347,0.528002,0.940755
RARA,0.735501,1.06809,0.966123,1.00613,0.486082,1.14577,0.521081,0.882224
RARB,0.210553,0.90834,0.289216,1.06181,0.897474,1.00987,0.76264,1.02329
RARG,0.366118,1.07636,3.00E-05,0.761366,0.86849,1.01352,0.416935,0.936092
RARRES1,0.41493,0.901169,0.159916,1.14263,0.393172,0.896706,0.658662,0.945293
RARRES2,0.31495,0.852246,0.665284,0.950627,0.37404,0.868247,0.477122,0.893298
RARRES3,0.555146,1.15974,0.898562,1.02389,0.736312,1.08815,0.998689,1.00041
RARS,0.0635255,1.33039,0.000772077,1.48779,0.0343032,1.38721,0.186915,1.22308
RARS2,0.21262,1.10829,0.117103,0.90856,0.947017,0.994574,0.0612271,1.1687
